一级分类,二级分类,品名,最低价,平均价,最高价,规格,产地,单位,发布日期
蔬菜,,大白菜,0.5,0.65,0.8,,冀,斤,2022-08-30 00:00:00
蔬菜,,娃娃菜,1.0,1.1,1.2,大,冀,斤,2022-08-30 00:00:00
蔬菜,,小白菜,2.4,2.6,2.8,,冀,斤,2022-08-30 00:00:00
蔬菜,,圆白菜,0.5,0.85,1.2,,冀,斤,2022-08-30 00:00:00
蔬菜,,紫甘蓝,1.2,1.3,1.4,,冀,斤,2022-08-30 00:00:00
蔬菜,,芹菜,1.1,1.3,1.5,,冀京,斤,2022-08-30 00:00:00
蔬菜,,西芹,2.0,2.1,2.2,,冀,斤,2022-08-30 00:00:00
蔬菜,,菠菜,4.0,4.75,5.5,,冀蒙,斤,2022-08-30 00:00:00
蔬菜,,莴笋,1.2,1.45,1.7,,冀蒙,斤,2022-08-30 00:00:00
蔬菜,,团生菜,2.2,2.85,3.5,毛\净,冀,斤,2022-08-30 00:00:00
蔬菜,,散叶生菜,4.0,4.75,5.5,,冀,斤,2022-08-30 00:00:00
蔬菜,,罗马生菜,3.5,3.75,4.0,,冀,斤,2022-08-30 00:00:00
蔬菜,,油菜,3.5,4.0,4.5,大\小,鲁冀京,斤,2022-08-30 00:00:00
蔬菜,,香菜,10.0,11.0,12.0,,冀云蒙,斤,2022-08-30 00:00:00
蔬菜,,茴香,4.0,4.25,4.5,,冀,斤,2022-08-30 00:00:00
蔬菜,,韭菜,2.0,2.25,2.5,,冀,斤,2022-08-30 00:00:00
蔬菜,,苦菊,2.5,2.9,3.3,,冀辽,斤,2022-08-30 00:00:00
蔬菜,,油麦菜,3.0,4.5,6.0,,冀辽,斤,2022-08-30 00:00:00
蔬菜,,散菜花,2.7,3.1,3.5,,冀蒙,斤,2022-08-30 00:00:00
蔬菜,,绿菜花,3.0,3.25,3.5,,冀,斤,2022-08-30 00:00:00
蔬菜,,绿豆芽,0.95,0.98,1.0,,,斤,2022-08-30 00:00:00
蔬菜,,黄豆芽,0.85,0.88,0.9,,,斤,2022-08-30 00:00:00
蔬菜,,番茄,1.0,1.4,1.8,黑框,蒙冀鲁,斤,2022-08-30 00:00:00
蔬菜,,番茄,1.6,2.1,2.6,纸箱\泡沫箱,冀蒙,斤,2022-08-30 00:00:00
蔬菜,,番茄,2.0,2.4,2.8,白框,蒙,斤,2022-08-30 00:00:00
蔬菜,,黄瓜,2.4,2.95,3.5,袋\箱,鲁辽,斤,2022-08-30 00:00:00
蔬菜,,黄瓜,3.5,4.0,4.5,鲜干花,冀,斤,2022-08-30 00:00:00
蔬菜,,小黄瓜,4.5,5.25,6.0,旱\荷兰,辽鲁,斤,2022-08-30 00:00:00
蔬菜,,茄子,2.0,2.7,3.4,,冀豫京鲁,斤,2022-08-30 00:00:00
蔬菜,,长茄,1.5,2.75,4.0,,冀晋辽,斤,2022-08-30 00:00:00
蔬菜,,线茄,1.0,2.5,4.0,袋\箱,冀京,斤,2022-08-30 00:00:00
蔬菜,,广茄,2.5,3.25,4.0,,冀京,斤,2022-08-30 00:00:00
蔬菜,,冬瓜,0.8,0.83,0.85,吊,冀,斤,2022-08-30 00:00:00
蔬菜,,冬瓜,0.4,0.45,0.5,地,冀,斤,2022-08-30 00:00:00
蔬菜,,毛冬瓜,0.7,0.95,1.2,长\小,冀豫,斤,2022-08-30 00:00:00
蔬菜,,架豆,4.0,5.75,7.5,,冀,斤,2022-08-30 00:00:00
蔬菜,,豆王,7.0,8.5,10.0,,辽,斤,2022-08-30 00:00:00
蔬菜,,扁豆,4.0,5.5,7.0,,冀晋,斤,2022-08-30 00:00:00
蔬菜,,豇豆,2.8,3.4,4.0,湿\干,冀辽,斤,2022-08-30 00:00:00
蔬菜,,白不老,4.0,5.75,7.5,,辽鲁,斤,2022-08-30 00:00:00
蔬菜,,油豆,5.0,6.25,7.5,,辽冀,斤,2022-08-30 00:00:00
蔬菜,,毛豆,2.3,2.65,3.0,,川云,斤,2022-08-30 00:00:00
蔬菜,,玉米,0.9,1.05,1.2,黏\甜,冀,斤,2022-08-30 00:00:00
蔬菜,,花生,2.6,3.8,5.0,,冀粤皖,斤,2022-08-30 00:00:00
蔬菜,,苦瓜,3.5,4.0,4.5,,冀鲁,斤,2022-08-30 00:00:00
蔬菜,,丝瓜,3.0,4.25,5.5,长\短,冀鲁,斤,2022-08-30 00:00:00
蔬菜,,西葫芦,2.8,3.2,3.6,袋\箱,冀蒙晋,斤,2022-08-30 00:00:00
蔬菜,,佛手瓜,2.0,2.25,2.5,,鲁,斤,2022-08-30 00:00:00
蔬菜,,瓠子,0.8,1.4,2.0,,京,斤,2022-08-30 00:00:00
蔬菜,,贝贝南瓜,1.4,1.5,1.6,,蒙,斤,2022-08-30 00:00:00
蔬菜,,金丝南瓜,1.6,1.7,1.8,,蒙,斤,2022-08-30 00:00:00
蔬菜,,板栗南瓜,1.5,1.55,1.6,,新蒙,斤,2022-08-30 00:00:00
蔬菜,,南北瓜,1.1,1.2,1.3,,湘鄂川,斤,2022-08-30 00:00:00
蔬菜,,尖椒,1.5,1.95,2.4,袋\箱,蒙冀,斤,2022-08-30 00:00:00
蔬菜,,红尖椒,3.5,3.65,3.8,,鲁,斤,2022-08-30 00:00:00
蔬菜,,美人椒,5.5,6.75,8.0,,鲁琼,斤,2022-08-30 00:00:00
蔬菜,,螺丝椒,3.0,4.0,5.0,,鲁冀,斤,2022-08-30 00:00:00
蔬菜,,柿子椒,1.4,2.1,2.8,袋\箱,鲁冀辽,斤,2022-08-30 00:00:00
蔬菜,,线椒,2.0,3.0,4.0,新,鲁冀,斤,2022-08-30 00:00:00
蔬菜,,杭椒,2.5,3.0,3.5,,鲁冀辽,斤,2022-08-30 00:00:00
蔬菜,,小米椒,5.0,6.5,8.0,,云豫,斤,2022-08-30 00:00:00
蔬菜,,彩椒,4.5,4.75,5.0,红\黄,鲁冀,斤,2022-08-30 00:00:00
蔬菜,,白萝卜,0.6,0.65,0.7,,冀,斤,2022-08-30 00:00:00
蔬菜,,心里美,1.2,1.35,1.5,泥\洗,冀,斤,2022-08-30 00:00:00
蔬菜,,卞萝卜,0.7,0.75,0.8,洗,冀,斤,2022-08-30 00:00:00
蔬菜,,青萝卜,1.0,1.15,1.3,,鲁,斤,2022-08-30 00:00:00
蔬菜,,胡萝卜,0.6,0.7,0.8,泥,蒙冀,斤,2022-08-30 00:00:00
蔬菜,,胡萝卜,0.8,0.9,1.0,洗,蒙,斤,2022-08-30 00:00:00
蔬菜,,土豆,0.9,1.15,1.4,,冀蒙陕,斤,2022-08-30 00:00:00
蔬菜,,葱头,0.9,1.0,1.1,黄,甘辽,斤,2022-08-30 00:00:00
蔬菜,,葱头,0.75,0.83,0.9,红,辽蒙,斤,2022-08-30 00:00:00
蔬菜,,山药,4.3,4.9,5.5,脆\麻,冀,斤,2022-08-30 00:00:00
蔬菜,,山药,7.5,8.0,8.5,铁棍,豫冀,斤,2022-08-30 00:00:00
蔬菜,,莲藕,3.5,3.75,4.0,泥\洗,川鄂津,斤,2022-08-30 00:00:00
蔬菜,,红薯,0.9,1.05,1.2,龙薯九,冀,斤,2022-08-30 00:00:00
蔬菜,,红薯,2.0,2.1,2.2,西瓜红\烟薯,冀闽,斤,2022-08-30 00:00:00
蔬菜,,紫薯,2.2,2.6,3.0,,冀,斤,2022-08-30 00:00:00
蔬菜,,茭白,4.5,4.7,4.9,,云,斤,2022-08-30 00:00:00
蔬菜,,荸荠,3.5,3.75,4.0,,皖,斤,2022-08-30 00:00:00
蔬菜,,芋头,3.0,3.25,3.5,,鲁,斤,2022-08-30 00:00:00
蔬菜,,姜,1.5,2.9,4.3,姜头\整,鲁,斤,2022-08-30 00:00:00
蔬菜,,大蒜,2.2,2.6,3.0,,豫苏鲁,斤,2022-08-30 00:00:00
蔬菜,,蒜米,2.6,3.0,3.4,机剥\手工,鲁,斤,2022-08-30 00:00:00
蔬菜,,大葱,2.4,2.6,2.8,,鲁冀辽,斤,2022-08-30 00:00:00
蔬菜,,小葱,3.5,4.25,5.0,,冀,斤,2022-08-30 00:00:00
蔬菜,,蒜苗,2.5,3.75,5.0,,鲁豫,斤,2022-08-30 00:00:00
蔬菜,,蒜黄,7.5,8.0,8.5,,冀,斤,2022-08-30 00:00:00
蔬菜,,青蒜,3.4,3.6,3.8,,甘,斤,2022-08-30 00:00:00
蔬菜,,平菇,5.0,6.0,7.0,小叶,冀,斤,2022-08-30 00:00:00
蔬菜,,香菇,3.5,5.75,8.0,,冀,斤,2022-08-30 00:00:00
蔬菜,,白玉菇,4.0,4.5,5.0,,冀,斤,2022-08-30 00:00:00
蔬菜,,口蘑,6.5,7.0,7.5,,冀,斤,2022-08-30 00:00:00
蔬菜,,杏鲍菇,2.5,3.0,3.5,,苏豫津,斤,2022-08-30 00:00:00
蔬菜,,金针菇,3.5,4.25,5.0,,辽鲁,斤,2022-08-30 00:00:00
蔬菜,水菜,油菜,4.5,4.75,5.0,,,斤,2022-08-30 00:00:00
蔬菜,水菜,小白菜,3.0,3.25,3.5,,,斤,2022-08-30 00:00:00
蔬菜,水菜,油麦菜,7.0,7.25,7.5,,,斤,2022-08-30 00:00:00
蔬菜,水菜,奶白菜,4.0,4.25,4.5,,,斤,2022-08-30 00:00:00
蔬菜,水菜,散生菜,4.5,4.75,5.0,,,斤,2022-08-30 00:00:00
蔬菜,水菜,香葱,5.0,5.5,6.0,,,斤,2022-08-30 00:00:00
蔬菜,水菜,茼蒿,10.0,11.0,12.0,,,斤,2022-08-30 00:00:00
蔬菜,水菜,蒿子秆,7.0,7.5,8.0,,,斤,2022-08-30 00:00:00
蔬菜,水菜,水萝卜,3.0,3.5,4.0,,,斤,2022-08-30 00:00:00
蔬菜,水菜,樱桃萝卜,3.0,3.25,3.5,,,斤,2022-08-30 00:00:00
蔬菜,水菜,香芹,4.5,5.0,5.5,,,斤,2022-08-30 00:00:00
蔬菜,水菜,菠菜,6.0,6.5,7.0,,,斤,2022-08-30 00:00:00
蔬菜,水菜,苋菜,2.5,2.75,3.0,,,斤,2022-08-30 00:00:00
蔬菜,水菜,菊花菜,4.0,4.25,4.5,,,斤,2022-08-30 00:00:00
蔬菜,水菜,青蒜,3.0,3.5,4.0,,,斤,2022-08-30 00:00:00
蔬菜,水菜,盖菜,1.5,1.75,2.0,,,斤,2022-08-30 00:00:00
蔬菜,水菜,芥兰,3.0,3.5,4.0,,,斤,2022-08-30 00:00:00
蔬菜,水菜,菜心,3.0,3.25,3.5,,,斤,2022-08-30 00:00:00
蔬菜,水菜,空心菜,3.0,3.25,3.5,,,斤,2022-08-30 00:00:00
蔬菜,水菜,鸡毛菜,5.0,5.5,6.0,,,斤,2022-08-30 00:00:00
蔬菜,水菜,荆芥,6.0,6.5,7.0,,,斤,2022-08-30 00:00:00
蔬菜,水菜,紫苏叶,3.0,3.5,4.0,,,斤,2022-08-30 00:00:00
蔬菜,水菜,豌豆苗,5.0,5.5,6.0,,,斤,2022-08-30 00:00:00
蔬菜,水菜,快菜,2.0,2.5,3.0,,,斤,2022-08-30 00:00:00
蔬菜,水菜,苦菊,4.0,4.25,4.5,,,斤,2022-08-30 00:00:00
蔬菜,水菜,穿心莲,8.0,8.5,9.0,,,斤,2022-08-30 00:00:00
